id,pid,accountno,balance
7671,85,53172,-380
7672,876,17980,678
7673,482,49445,-390
7674,288,10678,-672
7675,755,82925,-803
7676,724,57930,903
7677,293,24752,599
7678,66,85361,-137
7679,956,57673,-312
7680,122,42093,490
7681,773,61796,556
7682,403,65152,398
7683,491,85437,-226
7684,723,70802,348
7685,817,44448,-542
7686,8,75557,-114
7687,588,51623,251
7688,747,88145,-682
7689,581,59821,-296
7690,933,63212,287
7691,989,54817,858
7692,41,35384,413
7693,2,42744,-204
7694,621,24785,-675
7695,232,75270,254
7696,434,47620,-828
7697,15,71662,901
7698,176,74098,-517
7699,408,66352,504
7700,161,57448,219
7701,50,89355,-559
7702,824,73477,-148
7703,89,60135,-589
7704,591,74919,691
7705,474,41270,-919
7706,600,27634,98
7707,125,89974,-595
7708,368,82727,792
7709,540,35607,-340
7710,885,60229,-294
7711,122,15993,-438
7712,76,87196,341
7713,314,69939,140
7714,665,87034,-31
7715,848,47264,514
7716,728,12143,530
7717,787,40299,659
7718,590,85977,-667
7719,660,22824,935
7720,388,19418,-212
7721,47,57132,4
7722,471,72251,-591
7723,942,11392,-958
7724,848,63197,-134
7725,663,11237,18
7726,960,78420,-50
7727,971,67124,606
7728,461,42951,-665
7729,878,49925,963
7730,116,44081,343
7731,468,41276,-703
7732,284,55311,-191
7733,89,18908,-358
7734,549,24204,-85
7735,376,55975,630
7736,116,89325,-987
7737,10,42436,604
7738,575,85079,-849
7739,960,25845,49
7740,600,87910,-221
7741,196,34391,154
7742,779,40329,-623
7743,726,23550,-92
7744,829,78676,127
7745,939,73516,-365
7746,803,41205,-762
7747,269,66725,-220
7748,907,81112,29
7749,316,11370,74
7750,784,39119,785
7751,635,71942,-234
7752,189,82907,-554
7753,470,43444,-499
7754,517,19620,632
7755,680,56550,-579
7756,707,88327,334
7757,322,28893,-22
7758,231,71732,-358
7759,390,69598,-295
7760,661,77602,-474
7761,93,18560,192
7762,470,51432,384
7763,460,26435,844
7764,49,72210,-178
7765,321,49336,574
7766,321,84663,669
7767,462,26940,-62
7768,285,81683,106
7769,105,74111,494
7770,681,82667,871
7771,480,38155,702
7772,250,24855,701
7773,262,73866,-24
7774,571,31974,911
7775,340,84317,634
7776,854,47531,944
7777,321,71204,-19
7778,660,53502,886
7779,817,59120,-410
7780,790,84410,-17
7781,980,78688,-714
7782,415,52670,514
7783,600,12145,-347
7784,414,26095,717
7785,173,77492,962
7786,626,50865,60
7787,664,81236,302
7788,578,67008,295
7789,960,68874,-771
7790,573,85175,-44
7791,201,50814,-632
7792,388,87215,-12
7793,521,79171,743
7794,260,28064,-565
7795,528,25237,-321
7796,614,79420,119
7797,642,83419,-898
7798,53,42214,-886
7799,254,44943,14
7800,683,35110,825
7801,903,11706,667
7802,507,34185,-961
7803,646,89311,-443
7804,766,74675,-105
7805,294,63182,-790
7806,785,14214,-242
7807,198,80700,418
7808,248,42251,433
7809,684,18020,-866
7810,990,36947,-393
7811,819,84136,-32
7812,512,24907,652
7813,651,72448,90
7814,543,89287,-998
7815,85,12800,843
7816,618,43401,240
7817,759,72424,528
7818,605,13324,346
7819,609,17945,891
7820,453,51277,615
7821,748,32129,473
7822,577,58270,-693
7823,731,53814,-704
7824,947,32170,-431
7825,797,36806,774
7826,525,19616,-165
7827,311,69373,-33
7828,809,57944,-550
7829,487,29369,-73
7830,880,75867,-175
7831,462,49546,-434
7832,910,53441,-167
7833,172,31397,-614
7834,964,52478,533
7835,597,71504,-675
7836,330,53359,515
7837,679,89571,48
7838,589,53015,15
7839,618,17764,-192
7840,972,24969,887
7841,227,72733,-912
7842,617,38345,-581
7843,302,50022,-281
7844,655,89947,55
7845,733,10100,188
7846,177,88802,511
7847,775,73803,-721
7848,56,72663,551
7849,53,63538,306
7850,861,33943,-792
7851,800,62885,-226
7852,357,16438,-718
7853,925,31787,-718
7854,419,33902,477
7855,231,49846,74
7856,784,35122,824
7857,833,50569,579
7858,188,24009,804
7859,444,63443,-979
7860,292,22753,-995
7861,11,23768,405
7862,773,50672,927
7863,309,21691,208
7864,81,37321,-803
7865,802,68011,726
7866,199,12940,-654
7867,746,57543,-639
7868,134,35322,600
7869,132,25367,-930
7870,719,49087,435
7871,412,87783,-285
7872,751,57369,-409
7873,373,48115,837
7874,377,88800,974
7875,73,13296,-646
7876,779,47268,884
7877,596,34224,643
7878,422,40681,989
7879,111,84245,359
7880,936,65931,379
7881,547,37102,973
7882,897,87881,-574
7883,625,44278,986
7884,848,26548,299
7885,803,66313,125
7886,687,64570,-965
7887,956,33809,-237
7888,322,19421,-622
7889,49,42665,849
7890,302,39937,-947
7891,413,87118,6
7892,158,51107,-128
7893,275,59615,-31
7894,66,89183,-582
7895,78,84783,638
7896,671,37878,-285
7897,134,13776,493
7898,17,79900,-369
7899,351,78316,-797
7900,274,75457,251
7901,795,79582,288
7902,399,36751,-35
7903,788,54308,-638
7904,896,13183,118
7905,243,38121,-31
7906,914,71979,-760
7907,14,79819,-140
7908,512,59922,409
7909,395,62369,-668
7910,760,39154,-556
7911,433,62450,982
7912,817,63923,920
7913,6,24675,-638
7914,886,76679,426
7915,300,47808,-160
7916,505,89558,-744
7917,560,53040,-130
7918,6,75038,211
7919,228,79522,809
7920,423,69935,-317
7921,40,21873,-10
7922,514,41298,-879
7923,692,11301,-38
7924,339,62445,-581
7925,297,28519,-925
7926,958,84960,248
7927,930,15556,-116
7928,874,65825,-456
7929,691,79206,882
7930,73,18424,-331
7931,779,16783,411
7932,191,48426,-173
7933,100,61001,-409
7934,859,71677,196
7935,112,61603,-149
7936,121,76824,-617
7937,64,24065,-385
7938,200,66690,-458
7939,620,17505,-954
7940,81,34327,620
7941,484,11352,858
7942,714,10232,-596
7943,662,27779,-205
7944,815,67504,-434
7945,320,14532,806
7946,254,23931,312
7947,589,42102,-62
7948,692,42301,407
7949,543,10978,-943
7950,42,70206,651
7951,181,69082,169
7952,3,84897,829
7953,401,86644,921
7954,30,33265,916
7955,671,64837,590
7956,554,47716,726
7957,95,58765,954
7958,307,88854,167
7959,208,79207,-816
7960,769,15307,-475
7961,64,33414,598
7962,251,24928,802
7963,514,15561,599
7964,898,32845,434
7965,950,59348,262
7966,549,86453,586
7967,61,18755,381
7968,770,44671,-743
7969,557,30626,307
7970,948,64390,846
7971,441,30735,718
7972,973,21191,487
7973,870,19089,-914
7974,496,35834,-807
7975,589,46859,-14
7976,565,58776,345
7977,422,18384,571
7978,603,60693,-238
7979,326,29952,595
7980,256,86764,41
7981,956,59361,-146
7982,68,46479,-163
7983,696,38974,-927
7984,597,56113,933
7985,200,77604,308
7986,611,49158,163
7987,123,10395,652
7988,146,85734,271
7989,962,53535,-600
7990,350,10291,94
7991,796,55130,-414
7992,778,57716,23
7993,80,41687,765
7994,506,78805,-797
7995,316,87032,452
7996,596,70331,-695
7997,12,72520,437
7998,393,50285,906
7999,874,76783,968
8000,193,43212,-988
8001,882,64926,399
8002,663,40083,960
8003,64,39190,-648
8004,928,53952,830
8005,560,64531,-662
8006,532,71641,-214
8007,348,75303,-487
8008,334,43346,-495
8009,29,63763,877
8010,193,22727,-214
8011,310,57256,-126
8012,325,58405,492
8013,261,35960,-651
8014,660,29810,789
8015,194,30669,-999
8016,505,10873,-377
8017,999,11397,785
8018,192,64708,792
8019,8,21979,796
8020,484,75656,-21
8021,854,73672,266
8022,857,79705,412
8023,478,28711,840
8024,657,86875,-776
8025,932,42082,-497
8026,733,69420,-258
8027,456,79372,413
8028,807,33072,-362
8029,223,49345,-657
8030,734,76083,740
8031,700,16109,-374
8032,837,56988,216
8033,915,81040,48
8034,831,17252,-229
8035,28,85397,-78
8036,471,22646,-487
8037,268,56884,273
8038,823,28154,452
8039,862,81086,-967
8040,81,32164,393
8041,444,19834,880
8042,197,13472,-460
8043,743,16393,187
8044,370,19362,23
8045,175,54427,-818
8046,310,44387,-374
8047,912,53680,491
8048,620,88525,939
8049,563,34783,-982
8050,445,29716,-501
8051,120,79027,929
8052,99,46941,-203
8053,100,39093,-384
8054,370,32923,-879
8055,556,16757,230
8056,340,19960,-301
8057,33,72292,-511
8058,663,60493,403
8059,630,79826,742
8060,877,73165,312
8061,432,29682,414
8062,400,38380,381
8063,248,12953,-97
8064,695,56771,-417
8065,348,71488,-943
8066,7,36110,-489
8067,390,52546,-2
8068,910,11826,-341
8069,572,61479,68
8070,104,35090,-666
8071,892,43170,-923
8072,938,63244,352
8073,532,65624,446
8074,355,17773,305
8075,829,31832,-877
8076,325,17397,654
8077,882,57298,648
8078,1,81442,-549
8079,452,23683,-688
8080,513,89925,-985
8081,401,83782,-114
8082,910,51271,-114
8083,483,30464,391
8084,568,66444,-888
8085,218,27471,-618
8086,458,55116,616
8087,817,58698,-358
8088,270,77608,-355
8089,808,12182,-834
8090,452,34432,-217
8091,307,32171,-649
8092,58,55753,40
8093,311,11885,-140
8094,88,39768,-308
8095,333,14768,-269
8096,318,62881,250
8097,42,31891,-8
8098,333,64764,403
8099,989,30173,-334
8100,622,10478,-397
8101,693,75318,-512
8102,379,37817,562
8103,376,26370,775
8104,46,87602,-6
8105,518,33424,804
8106,751,20499,46
8107,444,46951,-515
8108,435,58957,686
8109,618,16786,-936
8110,806,74882,-803
8111,687,48698,-784
8112,321,27498,-115
8113,431,21492,-511
8114,86,26198,-425
8115,458,21968,-337
8116,578,25196,676
8117,486,88445,799
8118,578,70603,478
8119,309,48331,345
8120,355,54042,-956
8121,313,46966,813
8122,928,83968,-144
8123,508,28135,-648
8124,173,57634,-471
8125,281,73400,779
8126,620,85390,-319
8127,314,23019,275
8128,702,88645,-514
8129,441,27009,-92
8130,153,76909,-281
8131,977,39121,23
8132,436,84172,-546
8133,756,57292,536
8134,816,30186,606
8135,863,76040,777
8136,953,44717,663
8137,869,55533,-162
8138,518,70604,-653
8139,943,50036,-759
8140,339,59658,-497
8141,278,44416,-39
8142,635,12781,-546
8143,796,55358,613
8144,831,87704,191
8145,599,37835,-31
8146,928,72687,403
8147,850,69978,-68
8148,607,85393,-409
8149,620,18074,-441
8150,664,60563,423
8151,87,63210,64
8152,185,22771,-410
8153,790,43375,791
8154,633,41284,160
8155,110,65261,533
8156,536,56403,-762
8157,674,86324,913
8158,592,51057,358
8159,739,22925,487
8160,929,38151,-180
8161,221,37416,-46
8162,414,32563,429
8163,349,13011,-2
8164,560,34009,936
8165,586,32943,622
8166,523,49084,-41
8167,980,24646,-333
8168,166,66379,171
8169,142,70217,-567
8170,16,24153,-926
8171,421,72065,-854
8172,371,26013,-168
8173,678,40632,-767
8174,650,61643,642
8175,307,57795,-900
8176,203,64895,-674
8177,181,80202,884
8178,538,59834,543
8179,93,87255,611
8180,702,66023,-956
8181,372,61613,524
8182,960,50104,16
8183,17,41636,790
8184,84,32366,-195
8185,536,89875,-970
8186,625,63592,-674
8187,970,21426,465
8188,677,68682,-685
8189,129,39364,79
8190,952,57471,532
8191,479,48155,811
8192,597,22414,267
8193,493,28726,928
8194,16,48183,508
8195,810,20078,991
8196,149,24157,614
8197,921,48014,694
8198,43,50229,722
8199,770,49154,697
8200,599,38107,42
8201,830,48299,246
8202,991,57518,690
8203,320,40013,-112
8204,195,22746,620
8205,878,30077,-706
8206,184,78423,542
8207,26,71724,573
8208,515,44501,-628
8209,43,40525,301
8210,282,51602,-334
8211,84,60005,-510
8212,542,32544,-152
8213,628,47881,967
8214,760,20483,231
8215,892,51324,-380
8216,424,43919,-729
8217,486,66898,-17
8218,630,77865,115
8219,635,66269,-793
8220,842,63537,118
8221,907,48176,978
8222,324,41324,-256
8223,573,55567,903
8224,144,81455,-286
8225,739,89627,160
8226,247,42515,-902
8227,299,15895,-842
8228,455,13534,-607
8229,499,67492,35
8230,536,57449,793
8231,280,50474,356
8232,720,82364,-709
8233,314,71975,899
8234,648,41874,671
8235,635,81625,693
8236,618,57791,-91
8237,841,84477,-379
8238,638,75935,-174
8239,111,65589,72
8240,265,80441,670
8241,502,84189,-115
8242,543,28217,-110
8243,276,87314,-3
8244,460,54584,-613
8245,165,62775,763
8246,690,89923,443
8247,492,39575,459
8248,725,63819,-953
8249,669,16632,852
8250,314,45912,-233
8251,359,30433,-459
8252,15,55681,904
8253,322,78416,-245
8254,256,28882,478
8255,302,67157,-566
8256,825,25510,-855
8257,555,11782,-946
8258,850,74492,332
8259,434,36639,272
8260,31,51194,-476
8261,909,89637,-67
8262,85,67938,-928
8263,728,10732,-956
8264,282,69692,263
8265,564,66384,-536
8266,400,15791,-900
8267,688,19696,-719
8268,406,87235,803
8269,854,73539,481
8270,32,14914,574
8271,104,53355,-821
8272,870,10006,446
8273,634,47643,221
8274,546,73712,-852
8275,855,82851,-569
8276,763,84051,853
8277,508,52955,956
8278,927,29272,522
8279,407,79407,936
8280,34,15961,90
8281,851,51235,793
8282,436,61509,401
8283,290,36444,173
8284,250,18939,541
8285,540,11220,969
8286,772,23542,337
8287,66,38896,-199
8288,463,17588,-446
8289,212,53884,298
8290,679,58347,-324
8291,658,76224,-724
8292,675,19573,160
8293,328,19524,954
8294,463,66172,-395
8295,390,19211,-718
8296,187,22332,630
8297,887,63384,934
8298,475,30060,557
8299,833,31040,429
8300,790,27691,-625
8301,875,19294,-86
8302,955,17846,216
8303,346,87431,608
8304,492,67966,418
8305,317,61721,-88
8306,701,53669,-487
8307,729,52280,991
8308,379,39729,-796
8309,906,75879,-807
8310,97,79833,-643
8311,494,47876,927
8312,665,82414,35
8313,350,16374,416
8314,433,52162,-6
8315,73,78506,725
8316,349,65755,-95
8317,409,66957,648
8318,325,11440,725
8319,525,16964,-18
8320,534,34099,897
8321,724,12160,204
8322,464,67350,30
8323,69,89504,985
8324,593,52935,-599
8325,72,84230,162
8326,590,83856,148
8327,970,82620,-957
8328,371,83773,406
8329,8,72948,952
8330,198,86640,-654
8331,767,76146,-336
8332,261,56923,-402
8333,305,86882,-657
8334,346,56425,-836
8335,329,11551,-106
8336,492,26338,845
8337,743,80971,-436
8338,554,71928,-13
8339,671,70471,-188
8340,332,13950,-358
8341,625,51849,511
8342,667,59375,-955
8343,142,71742,854
8344,720,81718,56
8345,611,35781,794
8346,173,25279,-956
8347,911,26789,500
8348,242,84548,-211
8349,9,46028,-48
8350,441,75799,-18
8351,289,64832,195
8352,671,51812,-480
8353,497,78453,-196
8354,570,86086,44
8355,638,65701,687
8356,507,89967,-530
8357,990,16523,-938
8358,832,75934,726
8359,991,37632,996
8360,257,26888,250
8361,550,38672,-593
8362,433,71974,339
8363,830,50371,-287
8364,813,78756,248
8365,605,11757,934
8366,886,64928,177
8367,841,19723,334
8368,299,80673,768
8369,423,32579,325
8370,202,57317,844
8371,170,45909,-523
8372,64,35551,594
8373,407,58566,-163
8374,14,66735,248
8375,653,42052,-613
8376,736,37684,462
8377,893,77510,-888
8378,770,49218,-51
8379,962,42760,308
8380,139,36593,9
8381,236,29439,623
8382,363,68128,207
8383,753,83486,941
8384,104,55271,-969
8385,165,72652,316
8386,128,46815,-930
8387,230,25672,-872
8388,160,50673,917
8389,505,76292,-58
8390,216,72533,730
8391,697,65218,387
8392,157,21861,344
8393,14,75959,-630
8394,835,67830,908
8395,453,10442,130
8396,792,70668,-936
8397,219,63195,-960
8398,836,50991,170
8399,498,17996,-560
8400,583,54974,-280
8401,595,67654,820
8402,681,34253,-878
8403,662,69043,506
8404,761,20436,940
8405,853,81204,187
8406,649,57147,-614
8407,48,14383,511
8408,188,14578,-527
8409,740,56843,922
8410,387,27592,-895
8411,252,54383,-504
8412,775,47717,-210
8413,570,33346,-923
8414,711,28463,798
8415,550,48817,-65
8416,478,31198,441
8417,443,83289,301
8418,240,77043,-16
8419,591,31068,783
8420,845,47835,675
8421,363,80763,-386
8422,824,25990,-49
8423,802,47967,-813
8424,930,52490,899
8425,141,25004,-610
8426,534,49681,-177
8427,527,76994,587
8428,157,36600,677
8429,897,28314,-160
8430,194,88854,-552
8431,80,46276,-700
8432,78,77545,205
8433,506,34224,58
8434,249,68959,239
8435,565,77635,953
8436,980,76744,48
8437,232,69912,-489
8438,619,53538,-445
8439,989,21524,550
8440,394,15242,-557
8441,766,42553,238
8442,655,84780,755
8443,370,45649,-526
8444,748,83962,614
8445,112,15746,-628
8446,49,61068,-861
8447,177,77158,-848
8448,34,51439,926
8449,367,46494,699
8450,231,46622,-989
8451,189,10014,-336
8452,133,58125,-858
8453,386,21741,-986
8454,73,27468,-955
8455,645,42674,756
8456,395,27971,70
8457,251,49430,172
8458,508,69426,770
8459,194,86532,-565
8460,710,24277,348
8461,101,52468,-537
8462,427,10206,471
8463,375,40547,-21
8464,715,32081,878
8465,144,63336,630
8466,885,14546,-10
8467,354,23897,-528
8468,771,80788,-103
8469,196,77028,-56
8470,326,39079,-442
8471,556,21734,61
8472,14,50847,-748
8473,980,27759,-222
8474,260,51729,-61
8475,155,76598,311
8476,333,86258,-489
8477,994,76049,721
8478,997,65968,324
8479,505,20436,-83
8480,83,35890,-646
8481,870,76603,-378
8482,658,45264,783
8483,586,60178,-152
8484,57,86700,416
8485,999,79077,-511
8486,925,40477,691
8487,651,64505,-996
8488,511,34379,839
8489,245,33413,-765
8490,906,54835,435
8491,381,16879,409
8492,533,82777,771
8493,350,34760,88
8494,513,40986,-296
8495,76,64097,241
8496,728,48885,547
8497,789,51601,59
8498,212,83327,59
8499,159,50399,27
8500,800,20270,132
8501,311,18995,-285
8502,719,28436,-128
8503,451,43340,65
8504,379,85295,-896
8505,829,57305,226
8506,39,57411,-836
8507,231,10296,112
8508,778,78041,-755
8509,133,45995,391
8510,805,58835,511
8511,484,12541,756
8512,374,48440,-999
8513,550,82614,911
8514,793,88084,-642
8515,730,35297,-499
8516,666,59304,334
8517,448,83934,-135
8518,595,76748,-919
8519,983,16796,-771
8520,78,89516,65
8521,861,67524,-250
8522,458,10258,-579
8523,137,48645,-307
8524,273,19447,-102
8525,675,16347,975
8526,395,76242,662
8527,954,34724,756
8528,493,47997,-43
8529,478,88800,-527
8530,940,30363,-479
8531,391,47591,675
8532,521,86066,294
8533,806,38699,-506
8534,622,49193,-925
8535,71,23374,912
8536,403,14577,503
8537,550,36754,519
8538,509,78114,-628
8539,186,55239,74
8540,392,21403,7
8541,878,19861,461
8542,795,71432,-302
8543,169,31536,323
8544,149,79768,-263
8545,329,41088,-512
8546,398,88533,387
8547,69,72145,343
8548,781,67761,-515
8549,6,81193,-771
8550,663,65658,545
8551,425,21214,848
8552,950,41987,-48
8553,92,63357,-429
8554,441,30749,180
8555,12,62454,827
8556,463,38939,-761
8557,786,12999,-627
8558,254,12530,430
8559,98,36090,591
8560,671,36978,-199
8561,687,52609,232
8562,478,10557,234
8563,712,59833,-98
8564,741,75701,997
8565,723,40124,-284
8566,605,13162,-827
8567,692,52882,403
8568,16,54873,-861
8569,446,83881,-954
8570,25,75152,-968
8571,522,59703,-192
8572,378,31569,178
8573,451,16382,457
8574,765,80746,2
8575,416,73140,962
8576,451,65402,-546
8577,196,12587,-961
8578,391,15238,182
8579,689,65500,-365
8580,460,59343,-321
8581,273,78549,672
8582,92,83631,-49
8583,15,67907,-810
8584,278,18917,-67
8585,786,50651,-629
8586,468,73079,789
8587,201,30797,-238
8588,199,47061,910
8589,854,13389,-577
8590,784,72681,-774
8591,128,62760,157
8592,876,51648,-120
8593,113,38362,-506
8594,204,21972,362
8595,81,61407,-711
8596,247,16619,-12
8597,989,66071,-270
8598,568,73032,517
8599,790,18943,323
8600,758,76026,-622
8601,355,89504,-88
8602,448,22987,225
8603,871,48008,-57
8604,306,56548,947
8605,837,83254,187
8606,594,36027,-467
8607,276,55167,-60
8608,534,33292,-369
8609,154,69784,-533
8610,240,74753,596
8611,393,58414,-945
8612,207,44277,-984
8613,239,30814,-42
8614,464,12537,-362
8615,994,53806,954
8616,971,83282,-782
8617,221,24299,685
8618,828,33771,440
8619,55,47939,-304
8620,461,20517,-853
8621,458,50169,278
8622,504,11389,-691
8623,515,75140,169
8624,320,34470,-480
8625,900,39890,883
8626,8,10414,-984
8627,441,11014,-70
8628,165,26235,62
8629,151,22692,-192
8630,469,12571,82
8631,465,81036,274
8632,432,70029,139
8633,669,60968,553
8634,346,45982,-880
8635,811,25346,-761
8636,681,52040,-943
8637,228,62593,-721
8638,41,65932,-520
8639,244,30429,672
8640,467,68673,743
8641,460,10617,-2
8642,50,47983,319
8643,598,61475,-616
8644,317,13674,-650
8645,7,55421,-191
8646,938,18861,-231
8647,531,67838,332
8648,537,34562,201
8649,789,34469,217
8650,758,39163,-129
8651,460,64987,724
8652,429,76252,315
8653,738,54217,-981
8654,97,58490,-509
8655,306,70947,-33
8656,521,20330,-423
8657,545,55437,469
8658,969,74399,-524
8659,661,19146,-180
8660,910,64622,-435
8661,863,62971,-862
8662,136,73271,-898
8663,785,66780,151
8664,499,24642,-727
8665,77,14011,31
8666,857,44563,-8
8667,254,13934,-137
8668,258,46218,-524
8669,748,59031,783
8670,653,25123,440
8671,490,71074,915
8672,721,34610,-868
8673,465,27508,933
8674,502,32238,862
8675,340,13459,132
8676,387,67475,-530
8677,737,72494,169
8678,244,34707,-688
8679,138,66382,134
8680,792,45583,-895
8681,45,72919,100
8682,234,42584,401
8683,757,69074,-989
8684,484,10760,322
8685,196,75185,-189
8686,560,15152,957
8687,681,57408,-843
8688,230,30342,-179
8689,458,67803,-50
8690,80,70044,531
8691,230,54722,-211
8692,141,26545,-981
8693,164,59499,207
8694,540,70160,9
8695,317,13078,-741
8696,279,74652,-122
8697,485,25003,375
8698,418,16636,377
8699,326,82328,536
8700,171,89782,-789
8701,981,60658,-692
8702,162,15341,62
8703,893,11505,-716
8704,830,60855,751
8705,211,77744,724
8706,163,32148,-426
8707,687,89864,-528
8708,761,61149,-317
8709,86,87925,-252
8710,432,25977,-939
8711,47,74856,849
8712,192,56545,788
8713,246,83168,972
8714,497,58449,531
8715,355,55091,-865
8716,346,77043,888
8717,913,85467,-24
8718,659,48905,966
8719,50,68265,306
8720,801,12525,656
8721,576,74754,-619
8722,402,53197,144
8723,58,64273,-180
8724,509,85226,-854
8725,219,15233,-100
8726,209,42551,55
8727,923,23129,300
8728,411,41984,-546
8729,966,60460,340
8730,633,13803,978
8731,808,53644,441
8732,927,29690,-216
8733,469,80488,-466
8734,543,17335,-760
8735,18,58025,414
8736,529,79748,-443
8737,237,70702,114
8738,131,44853,-296
8739,124,32215,-320
8740,470,23173,618
8741,728,35687,955
8742,631,72389,235
8743,37,27290,-329
8744,446,14828,749
8745,945,80239,-865
8746,340,37519,161
8747,238,36529,76
8748,963,84592,6
8749,764,85268,-985
8750,822,20136,-370
8751,978,12307,388
8752,90,41063,597
8753,456,24152,941
8754,243,11969,-65
8755,304,68866,253
8756,112,54149,-394
8757,832,71259,340
8758,325,58883,502
8759,712,22920,974
8760,948,24916,809
8761,528,79991,704
8762,677,18367,656
8763,499,45217,-963
8764,250,72530,-88
8765,388,63417,-228
8766,743,53560,-83
8767,36,13239,-42
8768,529,81504,-115
8769,914,51831,376
8770,979,89809,-677
8771,811,78389,-416
8772,108,57019,801
8773,748,78782,-594
8774,476,50550,-520
8775,463,61499,830
8776,538,28438,739
8777,426,38015,874
8778,63,64076,799
8779,355,68195,62
8780,43,18584,763
8781,37,21854,-708
8782,972,67028,961
8783,790,86777,939
8784,361,40204,35
8785,371,31794,-508
8786,485,16397,-923
8787,379,81748,157
8788,879,29018,827
8789,831,30316,-97
8790,45,79673,892
8791,785,83219,-333
8792,548,26771,88
8793,969,57313,-306
8794,377,37028,-196
8795,986,65707,-477
8796,454,11173,932
8797,244,53825,-369
8798,821,39870,-696
8799,560,75685,-452
8800,405,72591,570
8801,614,50933,966
8802,915,89424,173
8803,802,81462,-23
8804,827,31426,-142
8805,671,65934,-784
8806,93,30570,157
8807,25,83112,95
8808,517,36875,175
8809,332,59458,-333
8810,442,31680,-51
8811,207,61645,-664
8812,760,89680,37
8813,792,43641,395
8814,808,56274,-90
8815,935,79484,-491
8816,478,18625,942
8817,608,69764,119
8818,464,87777,146
8819,609,68903,-196
8820,969,82073,-101
8821,655,64652,771
8822,387,35306,-245
8823,42,14550,808
8824,781,20278,130
8825,295,10534,656
8826,606,76166,582
8827,302,83197,-489
8828,98,55278,418
8829,354,41392,-127
8830,219,53832,986
8831,304,61013,-924
8832,542,11784,789
8833,786,73690,625
8834,879,46500,-316
8835,263,56368,-6
8836,228,18878,146
8837,393,17320,-643
8838,546,30065,92
8839,690,59228,-351
8840,75,50226,212
8841,358,62616,408
8842,340,24187,812
8843,117,69510,-845
8844,924,15175,682
8845,323,88335,-894
8846,868,15791,227
8847,375,76469,-89
8848,282,64293,-823
8849,584,46337,-102
8850,766,54378,-754
8851,897,28521,282
8852,938,22031,805
8853,415,24202,-796
8854,921,25957,-238
8855,123,48069,117
8856,460,34356,-442
8857,43,80651,-441
8858,745,34194,83
8859,302,25916,767
8860,901,48058,485
8861,125,33792,-681
8862,676,41569,-205
8863,114,77488,60
8864,77,82658,-910
8865,835,26881,581
8866,513,79130,319
8867,108,83241,-357
8868,228,78071,357
8869,800,14508,-852
8870,802,71060,-66
8871,674,26970,-148
8872,870,87146,-49
8873,927,51943,232
8874,827,81704,-573
8875,661,60088,405
8876,658,26783,170
8877,422,43127,570
8878,129,49734,-540
8879,266,84787,-881
8880,521,49308,-71
8881,484,14445,-871
8882,984,86089,790
8883,41,59794,437
8884,972,52315,-868
8885,64,68094,236
8886,39,39368,-159
8887,125,30918,-162
8888,450,43423,-835
8889,679,26407,-736
8890,29,81008,346
8891,285,48153,-915
8892,193,31395,-362
8893,625,18443,-213
8894,577,34570,-941
8895,582,67247,323
8896,742,46541,-29
8897,224,55667,342
8898,577,74722,-958
8899,981,24899,895
8900,864,45315,408
8901,322,63912,197
8902,629,74251,-978
8903,979,87244,164
8904,583,78151,594
8905,756,44538,-543
8906,874,40764,560
8907,191,60833,699
8908,62,16984,134
8909,652,40680,-360
8910,601,83254,90
8911,114,38990,-520
8912,378,14258,-728
8913,508,72856,56
8914,750,87067,935
8915,970,81045,-392
8916,327,89511,-123
8917,222,73596,624
8918,691,31691,-635
8919,779,73035,-507
8920,221,36403,-198
8921,455,82504,526
8922,842,52882,495
8923,460,69763,-154
8924,552,49248,-349
8925,879,49801,-144
8926,608,15629,-665
8927,661,62291,516
8928,955,42977,-924
8929,193,55040,729
8930,706,38280,620
8931,206,53743,-38
8932,859,47663,935
8933,698,43389,-363
8934,690,53854,815
8935,28,38588,332
8936,362,80665,52
8937,940,33677,201
8938,702,61280,966
8939,144,13554,580
8940,59,21782,846
8941,675,86157,908
8942,310,72161,-794
8943,472,77626,-330
8944,310,38616,876
8945,169,56272,-733
8946,80,36861,-981
8947,508,40545,-323
8948,323,65717,-222
8949,415,62544,-191
8950,837,37333,-269
8951,181,29723,307
8952,206,54877,-450
8953,128,59541,93
8954,169,75317,844
8955,143,65779,264
8956,961,40064,-71
8957,180,74838,232
8958,260,61331,-868
8959,894,35964,154
8960,354,57384,-266
8961,867,61605,87
8962,926,50236,-553
8963,740,74738,-539
8964,959,79331,-985
8965,88,22243,-20
8966,489,73766,-118
8967,303,71689,-994
8968,350,25565,693
8969,253,73418,-678
8970,906,87316,582
8971,661,80942,168
8972,570,59897,544
8973,660,15828,86
8974,245,52739,-322
8975,124,75893,-421
8976,266,44476,418
8977,685,41461,344
8978,910,44645,577
8979,282,85565,-594
8980,176,28668,-140
8981,309,68547,-849
8982,102,87863,-728
8983,140,63747,-616
8984,392,57219,335
8985,17,79124,-806
8986,231,11830,-188
8987,439,49206,-202
8988,526,43895,-769
8989,6,43112,77
8990,99,50260,-647
8991,379,50763,-983
8992,829,58451,-931
8993,436,80072,77
8994,409,31448,-418
8995,307,42134,759
8996,529,61944,-393
8997,985,61185,667
8998,267,35676,-756
8999,502,89295,120
9000,758,33678,931
9001,273,61833,-551
